@ NAME             %05s "TWISS"
@ TYPE             %05s "TWISS"
@ SEQUENCE         %06s "BTBTP1"
@ PARTICLE         %08s "POSITRON"
@ MASS             %le     0.00051
@ CHARGE           %le     1.00000
@ ENERGY           %le     1.00000
@ PC               %le     1.00000
@ GAMMA            %le  1956.95134
@ KBUNCH           %le     1.00000
@ BCURRENT         %le     0.00000
@ SIGE             %le     0.00000
@ SIGT             %le     0.00000
@ NPART            %le     0.00000
@ EX               %le     1.00000
@ EY               %le     1.00000
@ ET               %le     1.00000
@ LENGTH           %le    69.59200
@ ALFA             %le     0.00000
@ ORBIT5           %le     0.00000
@ GAMMATR          %le     0.00000
@ Q1               %le     1.39913
@ Q2               %le     0.78550
@ DQ1              %le     0.00000
@ DQ2              %le     0.00000
@ DXMAX            %le     2.37909
@ DYMAX            %le     1.50653
@ XCOMAX           %le     0.00000
@ YCOMAX           %le     0.72000
@ BETXMAX          %le    69.39853
@ BETYMAX          %le    82.38922
@ XCORMS           %le     0.00000
@ YCORMS           %le     0.15903
@ DXRMS            %le     1.12034
@ DYRMS            %le     0.63876
@ DELTAP           %le     0.00000
@ SYNCH_1          %le     0.00000
@ SYNCH_2          %le     0.00000
@ SYNCH_3          %le     0.00000
@ SYNCH_4          %le     0.00000
@ SYNCH_5          %le     0.00000
@ TITLE            %45s "Transferline BT/BTP optics. Protons - 1.4 GeV"
@ ORIGIN           %19s "MAD-X 4.01.30 Linux"
@ DATE             %08s "28/01/11"
@ TIME             %08s "15.40.45"
* NAME                        S          Y         PY       BETX       ALFX       BETY       ALFY 
$ %s                        %le        %le        %le        %le        %le        %le        %le 
 "DRIFT_62"            64.30070   -0.00000   -0.00000   13.52554    0.55597   17.54756   -0.91811
 "STRAY24"             64.32210   -0.00000   -0.00000   13.50179    0.55271   17.58691   -0.91881
 "DRIFT_63"            64.34345   -0.00000   -0.00000   13.47824    0.55064   17.62619   -0.92105
 "STRAY25"             64.36480   -0.00000   -0.00000   13.45477    0.54730   17.66556   -0.92161
 "DRIFT_62"            64.38620   -0.00000   -0.00000   13.43139    0.54523   17.70506   -0.92385
 "STRAY26"             64.40760   -0.00000   -0.00000   13.40810    0.54178   17.74465   -0.92426
 "DRIFT_63"            64.42895   -0.00000   -0.00000   13.38501    0.53972   17.78416   -0.92649
 "STRAY27"             64.45030   -0.00000   -0.00000   13.36200    0.53618   17.82377   -0.92675
 "DRIFT_62"            64.47170   -0.00000   -0.00000   13.33910    0.53412   17.86348   -0.92898
 "STRAY28"             64.49310   -0.00000   -0.00000   13.31628    0.53046   17.90329   -0.92907
 "DRIFT_63"            64.51445   -0.00000   -0.00000   13.29368    0.52841   17.94301   -0.93129
 "STRAY29"             64.53580   -0.00000   -0.00000   13.27116    0.52464   17.98282   -0.93119
 "DRIFT_62"            64.55720   -0.00000   -0.00000   13.24875    0.52259   18.02272   -0.93341
 "STRAY30"             64.57860   -0.00000   -0.00000   13.22642    0.51869   18.06272   -0.93311
 "DRIFT_63"            64.59995   -0.00000   -0.00000   13.20432    0.51664   18.10261   -0.93533
 "STRAY31"             64.62130   -0.00000   -0.00000   13.18230    0.51261   18.14260   -0.93481
 "DRIFT_63"            64.64265   -0.00000   -0.00000   13.16046    0.51056   18.18256   -0.93701
 "STRAY32"             64.66400   -0.00000   -0.00000   13.13870    0.50639   18.22262   -0.93627
 "DRIFT_62"            64.68540   -0.00000   -0.00000   13.11707    0.50435   18.26274   -0.93848
 "STRAY33"             64.70680   -0.00000   -0.00000   13.09553    0.50003   18.30295   -0.93750
 "DRIFT_63"            64.72815   -0.00000   -0.00000   13.07422    0.49799   18.34303   -0.93970
 "STRAY34"             64.74950   -0.00000   -0.00000   13.05300    0.49352   18.38320   -0.93846
 "DRIFT_63"            64.77085   -0.00000   -0.00000   13.03197    0.49148   18.42332   -0.94064
 "STRAY35"             64.79220   -0.00000   -0.00000   13.01103    0.48684   18.46353   -0.93912
 "DRIFT_63"            64.81355   -0.00000   -0.00000   12.99028    0.48481   18.50368   -0.94130
 "STRAY36"             64.83490   -0.00000   -0.00000   12.96962    0.47999   18.54392   -0.93948
 "DRIFT_62"            64.85630   -0.00000   -0.00000   12.94912    0.47796   18.58418   -0.94166
 "STRAY37"             64.87770   -0.00000   -0.00000   12.92871    0.47294   18.62453   -0.93952
 "DRIFT_63"            64.89905   -0.00000   -0.00000   12.90856    0.47091   18.66469   -0.94168
 "STRAY38"             64.92040   -0.00000   -0.00000   12.88850    0.46569   18.70495   -0.93919
 "DRIFT_63"            64.94175   -0.00000   -0.00000   12.86865    0.46368   18.74509   -0.94134
 "STRAY39"             64.96310   -0.00000   -0.00000   12.84890    0.45824   18.78534   -0.93849
 "DRIFT_63"            64.98445   -0.00000   -0.00000   12.82937    0.45623   18.82545   -0.94063
 "STRAY40"             65.00580   -0.00000   -0.00000   12.80994    0.45056   18.86567   -0.93738
 "DRIFT_63"            65.02715   -0.00000   -0.00000   12.79074    0.44856   18.90574   -0.93950
 "STRAY41"             65.04850   -0.00000   -0.00000   12.77163    0.44265   18.94590   -0.93584
 "DRIFT_63"            65.06985   -0.00000   -0.00000   12.75277    0.44065   18.98590   -0.93795
 "STRAY42"             65.09120   -0.00000   -0.00000   12.73400    0.43450   19.02600   -0.93387
 "DRIFT_63"            65.11255   -0.00000   -0.00000   12.71549    0.43251   19.06592   -0.93597
 "STRAY43"             65.13390   -0.00000   -0.00000   12.69706    0.42611   19.10593   -0.93144
 "DRIFT_63"            65.15525   -0.00000   -0.00000   12.67891    0.42412   19.14575   -0.93353
 "STRAY44"             65.17660   -0.00000   -0.00000   12.66084    0.41747   19.18565   -0.92854
 "DRIFT_63"            65.19795   -0.00000   -0.00000   12.64306    0.41549   19.22535   -0.93061
 "STRAY45"             65.21930   -0.00000   -0.00000   12.62536    0.40856   19.26513   -0.92514
 "DRIFT_63"            65.24065   -0.00000   -0.00000   12.60795    0.40659   19.30468   -0.92720
 "STRAY46"             65.26200   -0.00000   -0.00000   12.59063    0.39939   19.34431   -0.92122
 "DRIFT_63"            65.28335   -0.00000   -0.00000   12.57362    0.39742   19.38369   -0.92326
 "STRAY47"             65.30470   -0.00000   -0.00000   12.55669    0.38993   19.42316   -0.91676
 "DRIFT_63"            65.32605   -0.00000   -0.00000   12.54009    0.38797   19.46235   -0.91878
 "STRAY48"             65.34740   -0.00000   -0.00000   12.52356    0.38019   19.50162   -0.91173
 "DRIFT_63"            65.36875   -0.00000   -0.00000   12.50737    0.37824   19.54060   -0.91374
 "STRAY49"             65.39010   -0.00000   -0.00000   12.49126    0.37015   19.57966   -0.90613
 "DRIFT_63"            65.41145   -0.00000   -0.00000   12.47550    0.36821   19.61839   -0.90811
 "STRAY50"             65.43280   -0.00000   -0.00000   12.45981    0.35982   19.65721   -0.89992
 "DRIFT_63"            65.45415   -0.00000   -0.00000   12.44449    0.35788   19.69568   -0.90189
 "STRAY51"             65.47550   -0.00000   -0.00000   12.42925    0.34917   19.73423   -0.89310
 "DRIFT_63"            65.49685   -0.00000   -0.00000   12.41438    0.34724   19.77241   -0.89504
 "STRAY52"             65.51820   -0.00000   -0.00000   12.39960    0.33824   19.81067   -0.88567
 "DRIFT_64"            65.53950   -0.00000   -0.00000   12.38523    0.33632   19.84844   -0.88759
 "STRAY53"             65.56080   -0.00000   -0.00000   12.37094    0.32702   19.88629   -0.87763
 "DRIFT_63"            65.58215   -0.00000   -0.00000   12.35702    0.32510   19.92380   -0.87953
 "STRAY54"             65.60350   -0.00000   -0.00000   12.34318    0.31549   19.96140   -0.86896
 "DRIFT_63"            65.62485   -0.00000   -0.00000   12.32975    0.31358   19.99854   -0.87084
 "STRAY55"             65.64620   -0.00000   -0.00000   12.31640    0.30365   20.03577   -0.85965
 "DRIFT_63"            65.66755   -0.00000   -0.00000   12.30347    0.30176   20.07252   -0.86151
 "STRAY56"             65.68890   -0.00000   -0.00000   12.29063    0.29151   20.10934   -0.84969
 "DRIFT_64"            65.71020   -0.00000   -0.00000   12.27825    0.28963   20.14558   -0.85151
 "STRAY57"             65.73150   -0.00000   -0.00000   12.26595    0.27906   20.18189   -0.83904
 "DRIFT_63"            65.75285   -0.00000   -0.00000   12.25408    0.27718   20.21776   -0.84084
 "STRAY58"             65.77420   -0.00000   -0.00000   12.24228    0.26628   20.25370   -0.82771
 "DRIFT_63"            65.79555   -0.00000   -0.00000   12.23095    0.26441   20.28908   -0.82948
 "STRAY59"             65.81690   -0.00000   -0.00000   12.21970    0.25317   20.32454   -0.81566
 "DRIFT_63"            65.83825   -0.00000   -0.00000   12.20893    0.25131   20.35940   -0.81741
 "STRAY60"             65.85960   -0.00000   -0.00000   12.19824    0.23972   20.39434   -0.80290
 "DRIFT_65"            65.87055   -0.00000   -0.00000   12.19300    0.23877   20.41194   -0.80378
 "STRAY61"             65.88150   -0.00000   -0.00000   12.18778    0.23263   20.42955   -0.79596
 "DRIFT_65"            65.89245   -0.00000   -0.00000   12.18270    0.23168   20.44699   -0.79683
 "STRAY62"             65.90340   -0.00000   -0.00000   12.17763    0.22545   20.46445   -0.78883
 "DRIFT_66"            65.91440   -0.00000   -0.00000   12.17268    0.22450   20.48181   -0.78970
 "STRAY63"             65.92540   -0.00000   -0.00000   12.16775    0.21818   20.49920   -0.78153
 "DRIFT_65"            65.93635   -0.00000   -0.00000   12.16299    0.21724   20.51632   -0.78239
 "STRAY64"             65.94730   -0.00000   -0.00000   12.15824    0.21084   20.53347   -0.77404
 "DRIFT_66"            65.95830   -0.00000   -0.00000   12.15361    0.20990   20.55050   -0.77489
 "STRAY65"             65.96930   -0.00000   -0.00000   12.14900    0.20342   20.56756   -0.76638
 "DRIFT_65"            65.98025   -0.00000   -0.00000   12.14456    0.20248   20.58435   -0.76723
 "STRAY66"             65.99120   -0.00000   -0.00000   12.14014    0.19594   20.60117   -0.75857
 "DRIFT_65"            66.00215   -0.00000   -0.00000   12.13585    0.19501   20.61779   -0.75941
 "STRAY67"             66.01310   -0.00000   -0.00000   12.13159    0.18843   20.63443   -0.75065
 "DRIFT_66"            66.02410   -0.00000   -0.00000   12.12746    0.18749   20.65095   -0.75148
 "STRAY68"             66.03510   -0.00000   -0.00000   12.12334    0.18089   20.66749   -0.74266
 "DRIFT_65"            66.04605   -0.00000   -0.00000   12.11939    0.17995   20.68377   -0.74348
 "STRAY69"             66.05700   -0.00000   -0.00000   12.11546    0.17338   20.70006   -0.73468
 "DRIFT_66"            66.06800   -0.00000   -0.00000   12.11166    0.17245   20.71623   -0.73549
 "STRAY70"             66.07900   -0.00000   -0.00000   12.10787    0.16595   20.73242   -0.72679
 "DRIFT_65"            66.08995   -0.00000   -0.00000   12.10425    0.16502   20.74835   -0.72759
 "STRAY71"             66.10090   -0.00000   -0.00000   12.10065    0.15865   20.76429   -0.71907
 "DRIFT_65"            66.11185   -0.00000   -0.00000   12.09718    0.15772   20.78004   -0.71987
 "STRAY72"             66.12280   -0.00000   -0.00000   12.09374    0.15151   20.79582   -0.71158
 "DRIFT_66"            66.13380   -0.00000   -0.00000   12.09042    0.15058   20.81148   -0.71238
 "STRAY73"             66.14480   -0.00000   -0.00000   12.08711    0.14455   20.82716   -0.70437
 "DRIFT_65"            66.15575   -0.00000   -0.00000   12.08396    0.14362   20.84260   -0.70516
 "STRAY74"             66.16670   -0.00000   -0.00000   12.08082    0.13775   20.85805   -0.69741
 "DRIFT_65"            66.17765   -0.00000   -0.00000   12.07782    0.13683   20.87333   -0.69819
 "STRAY75"             66.18860   -0.00000   -0.00000   12.07483    0.13110   20.88863   -0.69066
 "DRIFT_66"            66.19960   -0.00000   -0.00000   12.07196    0.13017   20.90383   -0.69143
 "STRAY76"             66.21060   -0.00000   -0.00000   12.06910    0.12454   20.91905   -0.68405
 "DRIFT_65"            66.22155   -0.00000   -0.00000   12.06638    0.12362   20.93404   -0.68482
 "STRAY77"             66.23250   -0.00000   -0.00000   12.06369    0.11805   20.94905   -0.67753
 "DRIFT_65"            66.24345   -0.00000   -0.00000   12.06111    0.11713   20.96389   -0.67829
 "STRAY78"             66.25440   -0.00000   -0.00000   12.05856    0.11161   20.97876   -0.67104
 "DRIFT_66"            66.26540   -0.00000   -0.00000   12.05611    0.11068   20.99353   -0.67180
 "STRAY79"             66.27640   -0.00000   -0.00000   12.05369    0.10516   21.00832   -0.66455
 "DRIFT_65"            66.28735   -0.00000   -0.00000   12.05139    0.10424   21.02288   -0.66530
 "STRAY80"             66.29830   -0.00000   -0.00000   12.04912    0.09872   21.03746   -0.65802
 "DRIFT_62"            66.31970   -0.00000   -0.00000   12.04493    0.09693   21.06565   -0.65947
 "STRAY81"             66.34110   -0.00000   -0.00000   12.04082    0.08611   21.09391   -0.64513
 "DRIFT_67"            66.36255   -0.00000   -0.00000   12.03717    0.08432   21.12161   -0.64657
 "STRAY82"             66.38400   -0.00000   -0.00000   12.03359    0.07340   21.14938   -0.63196
 "DRIFT_62"            66.40540   -0.00000   -0.00000   12.03049    0.07161   21.17646   -0.63338
 "STRAY83"             66.42680   -0.00000   -0.00000   12.02746    0.06056   21.20360   -0.61847
 "DRIFT_62"            66.44820   -0.00000   -0.00000   12.02491    0.05877   21.23010   -0.61986
 "STRAY84"             66.46960   -0.00000   -0.00000   12.02243    0.04758   21.25666   -0.60462
 "DRIFT_62"            66.49100   -0.00000   -0.00000   12.02043    0.04579   21.28257   -0.60600
 "STRAY85"             66.51240   -0.00000   -0.00000   12.01851    0.03445   21.30853   -0.59042
 "DRIFT_67"            66.53385   -0.00000   -0.00000   12.01707    0.03266   21.33389   -0.59178
 "STRAY86"             66.55530   -0.00000   -0.00000   12.01571    0.02116   21.35931   -0.57587
 "DRIFT_62"            66.57670   -0.00000   -0.00000   12.01484    0.01938   21.38398   -0.57721
 "STRAY87"             66.59810   -0.00000   -0.00000   12.01405    0.00773   21.40872   -0.56095
 "DRIFT_62"            66.61950   -0.00000   -0.00000   12.01375    0.00595   21.43275   -0.56226
 "STRAY88"             66.64090   -0.00000   -0.00000   12.01354   -0.00587   21.45685   -0.54566
 "DRIFT_62"            66.66230   -0.00000   -0.00000   12.01383   -0.00765   21.48023   -0.54695
 "STRAY89"             66.68370   -0.00000   -0.00000   12.01419   -0.01963   21.50367   -0.53000
 "DRIFT_62"            66.70510   -0.00000   -0.00000   12.01507   -0.02141   21.52638   -0.53127
 "STRAY90"             66.72650   -0.00000   -0.00000   12.01603   -0.03355   21.54914   -0.51396
 "DRIFT_67"            66.74795   -0.00000   -0.00000   12.01750   -0.03534   21.57122   -0.51522
 "STRAY91"             66.76940   -0.00000   -0.00000   12.01906   -0.04766   21.59335   -0.49756
 "DRIFT_62"            66.79080   -0.00000   -0.00000   12.02114   -0.04945   21.61467   -0.49879
 "STRAY92"             66.81220   -0.00000   -0.00000   12.02329   -0.06192   21.63605   -0.48078
 "DRIFT_62"            66.83360   -0.00000   -0.00000   12.02598   -0.06371   21.65665   -0.48200
 "STRAY93"             66.85500   -0.00000   -0.00000   12.02874   -0.07636   21.67731   -0.46365
 "DRIFT_62"            66.87640   -0.00000   -0.00000   12.03205   -0.07815   21.69718   -0.46485
 "STRAY94"             66.89780   -0.00000   -0.00000   12.03543   -0.09096   21.71710   -0.44615
 "DRIFT_62"            66.91920   -0.00000   -0.00000   12.03937   -0.09275   21.73622   -0.44733
 "STRAY95"             66.94060   -0.00000   -0.00000   12.04337   -0.10575   21.75539   -0.42829
 "DRIFT_62"            66.96200   -0.00000   -0.00000   12.04794   -0.10754   21.77374   -0.42945
 "STRAY96"             66.98340   -0.00000   -0.00000   12.05258   -0.12071   21.79215   -0.41005
 "DRIFT_62"            67.00480   -0.00000   -0.00000   12.05778   -0.12251   21.80972   -0.41120
 "STRAY97"             67.02620   -0.00000   -0.00000   12.06307   -0.13587   21.82735   -0.39143
 "DRIFT_62"            67.04760   -0.00000   -0.00000   12.06892   -0.13768   21.84413   -0.39256
 "STRAY98"             67.06900   -0.00000   -0.00000   12.07485   -0.15124   21.86095   -0.37242
 "DRIFT_62"            67.09040   -0.00000   -0.00000   12.08136   -0.15305   21.87691   -0.37353
 "STRAY99"             67.11180   -0.00000   -0.00000   12.08795   -0.16682   21.89293   -0.35300
 "DRIFT_62"            67.13320   -0.00000   -0.00000   12.09513   -0.16863   21.90806   -0.35410
 "STRAY100"            67.15460   -0.00000   -0.00000   12.10239   -0.18261   21.92324   -0.33318
 "DRIFT_62"            67.17600   -0.00000   -0.00000   12.11024   -0.18444   21.93752   -0.33426
 "STRAY101"            67.19740   -0.00000   -0.00000   12.11818   -0.19863   21.95185   -0.31295
 "DRIFT_62"            67.21880   -0.00000   -0.00000   12.12672   -0.20047   21.96527   -0.31402
 "STRAY102"            67.24020   -0.00000   -0.00000   12.13534   -0.21487   21.97873   -0.29233
 "DRIFT_62"            67.26160   -0.00000   -0.00000   12.14457   -0.21672   21.99126   -0.29338
 "STRAY103"            67.28300   -0.00000   -0.00000   12.15389   -0.23133   22.00384   -0.27131
 "DRIFT_62"            67.30440   -0.00000   -0.00000   12.16383   -0.23319   22.01548   -0.27236
 "STRAY104"            67.32580   -0.00000   -0.00000   12.17385   -0.24803   22.02716   -0.24990
 "DRIFT_63"            67.34715   -0.00000   -0.00000   12.18448   -0.24989   22.03785   -0.25093
 "STRAY105"            67.36850   -0.00000   -0.00000   12.19519   -0.26496   22.04859   -0.22809
 "DRIFT_62"            67.38990   -0.00000   -0.00000   12.20657   -0.26684   22.05837   -0.22911
 "STRAY106"            67.41130   -0.00000   -0.00000   12.21803   -0.28215   22.06820   -0.20586
 "DRIFT_62"            67.43270   -0.00000   -0.00000   12.23015   -0.28404   22.07703   -0.20687
 "STRAY107"            67.45410   -0.00000   -0.00000   12.24234   -0.29962   22.08591   -0.18319
 "DRIFT_62"            67.47550   -0.00000   -0.00000   12.25521   -0.30153   22.09377   -0.18419
 "STRAY108"            67.49690   -0.00000   -0.00000   12.26815   -0.31738   22.10167   -0.16006
 "DRIFT_62"            67.51830   -0.00000   -0.00000   12.28178   -0.31930   22.10854   -0.16105
 "STRAY109"            67.53970   -0.00000   -0.00000   12.29549   -0.33545   22.11546   -0.13645
 "DRIFT_62"            67.56110   -0.00000   -0.00000   12.30989   -0.33739   22.12132   -0.13744
 "STRAY110"            67.58250   -0.00000   -0.00000   12.32437   -0.35383   22.12722   -0.11237
 "DRIFT_63"            67.60385   -0.00000   -0.00000   12.33952   -0.35578   22.13204   -0.11335
 "STRAY111"            67.62520   -0.00000   -0.00000   12.35475   -0.37254   22.13690   -0.08779
 "DRIFT_62"            67.64660   -0.00000   -0.00000   12.37074   -0.37452   22.14068   -0.08876
 "STRAY112"            67.66800   -0.00000   -0.00000   12.38681   -0.39159   22.14450   -0.06274
 "DRIFT_63"            67.68935   -0.00000   -0.00000   12.40357   -0.39358   22.14720   -0.06371
 "STRAY113"            67.71070   -0.00000   -0.00000   12.42042   -0.41097   22.14994   -0.03721
 "DRIFT_62"            67.73210   -0.00000   -0.00000   12.43805   -0.41298   22.15155   -0.03817
 "STRAY114"            67.75350   -0.00000   -0.00000   12.45577   -0.43071   22.15321   -0.01120
 "DRIFT_62"            67.77490   -0.00000   -0.00000   12.47425   -0.43275   22.15371   -0.01216
 "STRAY115"            67.79630   -0.00000   -0.00000   12.49282   -0.45081   22.15425    0.01530
 "DRIFT_63"            67.81765   -0.00000   -0.00000   12.51211   -0.45287   22.15362    0.01433
 "STRAY116"            67.83900   -0.00000   -0.00000   12.53149   -0.47129   22.15303    0.04231
 "DRIFT_62"            67.86040   -0.00000   -0.00000   12.55171   -0.47338   22.15124    0.04134
 "STRAY117"            67.88180   -0.00000   -0.00000   12.57201   -0.49221   22.14949    0.06986
 "DRIFT_62"            67.90320   -0.00000   -0.00000   12.59312   -0.49432   22.14652    0.06889
 "STRAY118"            67.92460   -0.00000   -0.00000   12.61433   -0.51357   22.14359    0.09800
 "DRIFT_63"            67.94595   -0.00000   -0.00000   12.63630   -0.51571   22.13943    0.09703
 "STRAY119"            67.96730   -0.00000   -0.00000   12.65837   -0.53540   22.13530    0.12674
 "DRIFT_62"            67.98870   -0.00000   -0.00000   12.68133   -0.53757   22.12990    0.12576
 "STRAY120"            68.01010   -0.00000   -0.00000   12.70438   -0.55773   22.12454    0.15610
 "DRIFT_68"            68.02055   -0.00000   -0.00000   12.71605   -0.55881   22.12128    0.15561
 "STRAY121"            68.03100   -0.00000   -0.00000   12.72774   -0.56889   22.11803    0.17076
 "DRIFT_68"            68.04145   -0.00000   -0.00000   12.73964   -0.56997   22.11447    0.17028
 "STRAY122"            68.05190   -0.00000   -0.00000   12.75157   -0.58017   22.11092    0.18559
 "DRIFT_68"            68.06235   -0.00000   -0.00000   12.76370   -0.58127   22.10704    0.18510
 "STRAY123"            68.07280   -0.00000   -0.00000   12.77586   -0.59159   22.10318    0.20058
 "DRIFT_68"            68.08325   -0.00000   -0.00000   12.78824   -0.59270   22.09899    0.20009
 "STRAY124"            68.09370   -0.00000   -0.00000   12.80064   -0.60316   22.09482    0.21575
 "DRIFT_68"            68.10415   -0.00000   -0.00000   12.81326   -0.60427   22.09031    0.21526
 "STRAY125"            68.11460   -0.00000   -0.00000   12.82590   -0.61487   22.08582    0.23110
 "DRIFT_69"            68.12500   -0.00000   -0.00000   12.83870   -0.61599   22.08102    0.23060
 "STRAY126"            68.13540   -0.00000   -0.00000   12.85152   -0.62671   22.07622    0.24661
 "DRIFT_68"            68.14585   -0.00000   -0.00000   12.86463   -0.62785   22.07108    0.24610
 "STRAY127"            68.15630   -0.00000   -0.00000   12.87777   -0.63868   22.06594    0.26222
 "DRIFT_68"            68.16675   -0.00000   -0.00000   12.89113   -0.63982   22.06046    0.26172
 "STRAY128"            68.17720   -0.00000   -0.00000   12.90451   -0.65068   22.05500    0.27782
 "DRIFT_68"            68.18765   -0.00000   -0.00000   12.91812   -0.65183   22.04920    0.27731
 "STRAY129"            68.19810   -0.00000   -0.00000   12.93176   -0.66256   22.04341    0.29312
 "DRIFT_68"            68.20855   -0.00000   -0.00000   12.94562   -0.66373   22.03729    0.29261
 "STRAY130"            68.21900   -0.00000   -0.00000   12.95950   -0.67406   22.03118    0.30768
 "DRIFT_70"            68.23990   -0.00000   -0.00000   12.98773   -0.67640   22.01834    0.30664
 "STRAY131"            68.26080   -0.00000   -0.00000   13.01605   -0.69555   22.00554    0.33401
 "DRIFT_70"            68.28170   -0.00000   -0.00000   13.04517   -0.69794   21.99160    0.33296
 "STRAY132"            68.30260   -0.00000   -0.00000   13.07440   -0.71230   21.97771    0.35203
 "DRIFT_71"            68.32345   -0.00000   -0.00000   13.10415   -0.71470   21.96305    0.35097
 "STRAY133"            68.34430   -0.00000   -0.00000   13.13400   -0.72474   21.94843    0.36266
 "DRIFT_70"            68.36520   -0.00000   -0.00000   13.16435   -0.72717   21.93330    0.36158
 "STRAY134"            68.38610   -0.00000   -0.00000   13.19479   -0.73452   21.91821    0.36869
 "DRIFT_70"            68.40700   -0.00000   -0.00000   13.22555   -0.73696   21.90282    0.36761
 "STRAY135"            68.42790   -0.00000   -0.00000   13.25640   -0.74268   21.88747    0.37194
 "DRIFT_70"            68.44880   -0.00000   -0.00000   13.28750   -0.74512   21.87195    0.37085
 "STRAY136"            68.46970   -0.00000   -0.00000   13.31870   -0.74977   21.85647    0.37337
 "DRIFT_70"            68.49060   -0.00000   -0.00000   13.35009   -0.75222   21.84089    0.37228
 "STRAY137"            68.51150   -0.00000   -0.00000   13.38158   -0.75606   21.82535    0.37346
 "DRIFT_71"            68.53235   -0.00000   -0.00000   13.41316   -0.75851   21.80980    0.37237
 "STRAY138"            68.55320   -0.00000   -0.00000   13.44484   -0.76172   21.79429    0.37252
 "DRIFT_70"            68.57410   -0.00000   -0.00000   13.47673   -0.76418   21.77874    0.37143
 "STRAY139"            68.59500   -0.00000   -0.00000   13.50873   -0.76700   21.76324    0.37093
 "DRIFT_70"            68.61590   -0.00000   -0.00000   13.54084   -0.76946   21.74776    0.36983
 "STRAY140"            68.63680   -0.00000   -0.00000   13.57305   -0.77208   21.73232    0.36900
 "DRIFT_72"            68.71440   -0.00000   -0.00000   13.69359   -0.78120   21.67537    0.36494
 "SEPTUM42"            69.19200   -0.00000   -0.00000   14.47538   -0.83734   21.31186    0.37329
 "POINTS"              69.59200   -0.00000   -0.00000   15.15473   -0.88436   21.02178    0.38476
 "BTP$END"             69.59200   -0.00000   -0.00000   15.15473   -0.88436   21.02178    0.38476
 "BTBTP1$END"          69.59200   -0.00000   -0.00000   15.15473   -0.88436   21.02178    0.38476
