 ; ;Ring 1 H; ; ; ; ; ; ;Ring 1 V; ; ; ; ; ; ;Ring 2 H; ; ; ; ; ; ;Ring 2 V; ; ; ; ; ; ;Ring 3 H; ; ; ; ; ; ;Ring 3 V; ; ; ; ; ; ;Ring 4 H; ; ; ; ; ; ;Ring 4 V; ; ; ; ; ; ;
Date;Pick-ups;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;
10_12_2014_234824;-->;-2.95;3.00;4.52;-0.61;-7.17;4.14;7.63;3.24;2.64;6.98;4.63;2.11;-5.12;-1.59;-3.66;0.17;0.98;-1.25;-6.60;4.22;7.63;2.91;6.41;2.63;0.39;-0.27;-4.67;0.03;1.41;3.13;?;-0.13;-4.08;1.29;3.27;-2.09;-2.01;?;4.17;2.50;-3.94;-1.43;2.99;5.08;?;0.09;-5.28;1.81;5.11;-3.98;-3.06;?;3.51;3.66;-1.65;-2.35;
10_12_2014_234900;-->;-2.93;2.84;4.63;-0.65;-7.29;4.12;7.56;3.11;2.60;7.07;4.76;2.34;-5.30;-1.12;-3.72;0.04;0.95;-1.20;-6.49;3.91;7.31;2.88;6.20;2.73;0.43;-0.16;-4.79;0.28;1.39;3.05;?;-0.07;-3.91;1.04;3.16;-2.06;-1.69;?;4.17;2.65;-4.02;-1.38;3.00;5.09;?;0.15;-5.16;1.59;5.37;-3.90;-3.06;?;2.58;3.50;-1.55;-1.98;
10_12_2014_234936;-->;-3.07;3.02;4.61;-0.57;-7.07;3.69;8.19;3.17;2.62;6.74;4.30;1.84;-5.45;-1.14;-3.88;0.17;0.93;-1.16;-6.19;3.77;7.64;2.92;6.79;2.80;0.45;-0.24;-4.84;0.21;1.44;3.12;?;-0.04;-3.71;0.92;3.28;-1.93;-1.76;?;4.23;2.57;-4.00;-1.46;2.95;5.02;?;0.14;-5.14;1.55;5.51;-3.94;-3.81;?;2.04;3.16;-1.37;-2.05;
10_12_2014_235012;-->;-2.97;2.67;4.57;-0.67;-7.13;4.04;7.44;3.30;2.98;6.69;4.42;2.04;-5.16;-1.39;-3.62;-0.09;0.96;-1.28;-6.64;4.11;7.44;2.91;6.35;2.69;0.44;-0.20;-4.73;0.11;1.35;3.01;2.95;-0.16;-4.03;1.15;3.20;-1.82;-1.81;1.17;4.24;2.60;-3.95;-1.49;3.11;4.98;?;-0.04;-5.44;1.96;5.08;-3.89;-3.39;?;3.47;3.71;-1.68;-2.32;
10_12_2014_235048;-->;-2.92;2.75;4.58;-0.83;-7.32;4.50;7.48;3.25;2.82;6.83;4.38;2.07;-5.10;-1.12;-3.66;-0.03;0.92;-1.37;-6.62;4.24;7.40;2.82;6.18;2.69;0.12;-0.29;-4.67;0.27;1.57;3.05;?;-0.13;-4.18;1.32;3.27;-1.82;-2.09;?;4.03;2.61;-3.85;-1.37;3.10;5.15;?;0.04;-5.47;2.20;5.22;-3.98;-3.57;?;3.31;3.65;-1.69;-2.09;
 ; ;Ring 1 H; ; ; ; ; ; ;Ring 1 V; ; ; ; ; ; ;Ring 2 H; ; ; ; ; ; ;Ring 2 V; ; ; ; ; ; ;Ring 3 H; ; ; ; ; ; ;Ring 3 V; ; ; ; ; ; ;Ring 4 H; ; ; ; ; ; ;Ring 4 V; ; ; ; ; ; ;
Date;Pick-ups;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;
10_12_2014_235048;AVERAGE;-2.97;2.85;4.58;-0.66;-7.19;4.10;7.66;3.21;2.73;6.86;4.50;2.08;-5.23;-1.27;-3.71;0.05;0.95;-1.25;-6.51;4.05;7.48;2.89;6.39;2.71;0.37;-0.23;-4.74;0.18;1.43;3.07;?;-0.10;-3.98;1.15;3.24;-1.95;-1.87;?;4.17;2.59;-3.95;-1.43;3.03;5.06;?;0.07;-5.30;1.82;5.26;-3.94;-3.38;?;2.98;3.54;-1.59;-2.16;
