* NAME                             S            X           PX        DISP1        DISP2       ALFA11       BETA11          MU1            Y           PY        DISP3        DISP4       ALFA22       BETA22          MU2 
$ %s                             %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le 
 "PR.TDU47"              13.50637061  -0.00000000  -0.00000000   4.98026819   0.12883594   0.06003715  21.87126993   0.12894418   0.00000000   0.00000000   0.01617179  -0.00276788   0.04275929  14.32734195   0.11167251
 "PR.QLSF47"             13.50637061  -0.00000000  -0.00000000   4.98026819   0.12883594   0.06003715  21.87126993   0.12894418   0.00000000   0.00000000   0.01617179  -0.00276788   0.04275929  14.32734195   0.11167251
 "PR.BHZ47"              13.50637061  -0.00000000  -0.00000000   4.98026819   0.12883594   0.06003715  21.87126993   0.12894418   0.00000000   0.00000000   0.01617179  -0.00276788   0.04275929  14.32734195   0.11167251
 "PS47$END"              13.50637061  -0.00000000  -0.00000000   4.98026819   0.12883594   0.06003715  21.87126993   0.12894418   0.00000000   0.00000000   0.01617179  -0.00276788   0.04275929  14.32734195   0.11167251
 "PR.BHS000047$START"    13.50637061  -0.00000000  -0.00000000   4.98026819   0.12883594   0.06003715  21.87126993   0.12894418   0.00000000   0.00000000   0.01617179  -0.00276788   0.04275929  14.32734195   0.11167251
 "PR.BHS000047.C1"       13.80494327  -0.00000000  -0.00000000   5.01873508   0.12883594   0.04633658  21.83950965   0.13111851   0.00000000   0.00000000   0.01534538  -0.00276788   0.02188182  14.30804189   0.11499167
 "PR.BHS000047.CORR1"    13.80494327  -0.00000000  -0.00000000   5.01873508   0.12883594   0.04633658  21.83950965   0.13111851   0.00000000   0.00000000   0.01534538  -0.00276788   0.02188182  14.30804189   0.11499167
 "PR.BHS000047.MPFE1"    13.80494327  -0.00000000  -0.00000000   5.01873508   0.14130854  -0.00793918  21.83950965   0.13111851   0.00000000   0.00000000   0.01534538  -0.00280602   0.05744031  14.30804189   0.11499167
 "PR.BHS000047.FEXFF1"   14.90306327  -0.00000000  -0.00000000   5.00416324  -0.16769080   1.29242712  20.39460056   0.13930555   0.00000000   0.00000000   0.01277407  -0.00190470  -0.98174613  15.29974230   0.12695523
 "PR.BHS000047.CORR2"    14.90306327  -0.00000000  -0.00000000   5.00416324  -0.16769080   1.29242712  20.39460056   0.13930555   0.00000000   0.00000000   0.01277407  -0.00190470  -0.98174613  15.29974230   0.12695523
 "PR.BHS000047.MPFM"     14.90306327  -0.00000000  -0.00000000   5.00416324  -0.16769080   1.29242712  20.39460056   0.13930555   0.00000000   0.00000000   0.01277407  -0.00190470  -0.98174613  15.29974230   0.12695523
 "PR.BHS000047.FEXFF2"   16.00118327  -0.00000000   0.00000000   4.65479199  -0.46484482   2.23406490  16.42768097   0.14874667   0.00000000   0.00000000   0.01111266  -0.00113905  -2.30563579  18.82681952   0.13738233
 "PR.BHS000047.MPFE2"    16.00118327  -0.00000000   0.00000000   4.65479199  -0.45327669   2.19323866  16.42768097   0.14874667   0.00000000   0.00000000   0.01111266  -0.00116666  -2.25884720  18.82681952   0.13738233
 "PR.BHS000047.J1"       16.00368327  -0.00000000   0.00000000   4.65365879  -0.45327669   2.19235444  16.41671699   0.14877090   0.00000000   0.00000000   0.01110974  -0.00116666  -2.25965753  18.83811578   0.13740346
 "PR.BHS000047.CORR3"    16.00368327  -0.00000000   0.00000000   4.65365879  -0.45327669   2.19235444  16.41671699   0.14877090   0.00000000   0.00000000   0.01110974  -0.00116666  -2.25965753  18.83811578   0.13740346
 "PR.BHS000047.J2"       16.00618327  -0.00000000   0.00000000   4.65252560  -0.45327669   2.19147022  16.40575743   0.14879514   0.00000000   0.00000000   0.01110683  -0.00116666  -2.26046786  18.84941609   0.13742457
 "PR.BHS000047.MPDE1"    16.00618327  -0.00000000   0.00000000   4.65252560  -0.46469855   2.23174602  16.40575743   0.14879514   0.00000000   0.00000000   0.01110683  -0.00113940  -2.30674280  18.84941609   0.13742457
 "PR.BHS000047.DEXDD1"   17.10858327  -0.00000000  -0.00000000   4.31009574  -0.16022317   1.02631591  12.89685930   0.16101261   0.00000000   0.00000000   0.00947168  -0.00180947  -1.17460119  22.78122896   0.14579493
 "PR.BHS000047.CORR4"    17.10858327  -0.00000000  -0.00000000   4.31009574  -0.16022317   1.02631591  12.89685930   0.16101261   0.00000000   0.00000000   0.00947168  -0.00180947  -1.17460119  22.78122896   0.14579493
 "PR.BHS000047.MPDM"     17.10858327  -0.00000000  -0.00000000   4.31009574  -0.16022317   1.02631591  12.89685930   0.16101261   0.00000000   0.00000000   0.00947168  -0.00180947  -1.17460119  22.78122896   0.14579493
 "PR.BHS000047.DEXDD2"   18.21098327  -0.00000000  -0.00000000   4.29506349   0.13278988   0.11982788  11.66247460   0.17550895   0.00000000   0.00000000   0.00716459  -0.00235118   0.28494114  23.78600666   0.15324552
 "PR.BHS000047.CORR5"    18.21098327  -0.00000000  -0.00000000   4.29506349   0.13278988   0.11982788  11.66247460   0.17550895   0.00000000   0.00000000   0.00716459  -0.00235118   0.28494114  23.78600666   0.15324552
 "PR.BHS000047.MPDE2"    18.21098327  -0.00000000  -0.00000000   4.29506349   0.12224558   0.14845902  11.66247460   0.17550895   0.00000000   0.00000000   0.00716459  -0.00233359   0.22654697  23.78600666   0.15324552
 "PR.BHS000047.C2"       18.50955592  -0.00000000  -0.00000000   4.33156268   0.12224558   0.12229363  11.58163527   0.17959814   0.00000000   0.00000000   0.00646784  -0.00233359   0.21335028  23.65466537   0.15524890
 "PR.BHS000047$END"      18.50955592  -0.00000000  -0.00000000   4.33156268   0.12224558   0.12229363  11.58163527   0.17959814   0.00000000   0.00000000   0.00646784  -0.00233359   0.21335028  23.65466537   0.15524890
 "PS48$START"            18.50955592  -0.00000000  -0.00000000   4.33156268   0.12224558   0.12229363  11.58163527   0.17959814   0.00000000   0.00000000   0.00646784  -0.00233359   0.21335028  23.65466537   0.15524890
 "PR.VPI48"              18.50955592  -0.00000000  -0.00000000   4.33156268   0.12224558   0.12229363  11.58163527   0.17959814   0.00000000   0.00000000   0.00646784  -0.00233359   0.21335028  23.65466537   0.15524890
 "PI.MSG48"              18.50955592  -0.00000000  -0.00000000   4.33156268   0.12224558   0.12229363  11.58163527   0.17959814   0.00000000   0.00000000   0.00646784  -0.00233359   0.21335028  23.65466537   0.15524890
 "PR.TDU48"              19.50955592  -0.00000000  -0.00000000   4.45380826   0.12224558   0.03465870  11.42468294   0.19345171   0.00000000   0.00000000   0.00413425  -0.00233359   0.16915104  23.27216405   0.16203429
 "PR.QLSD48"             19.50955592  -0.00000000  -0.00000000   4.45380826   0.12224558   0.03465870  11.42468294   0.19345171   0.00000000   0.00000000   0.00413425  -0.00233359   0.16915104  23.27216405   0.16203429
 "PR.BHZ48"              19.50955592  -0.00000000  -0.00000000   4.45380826   0.12224558   0.03465870  11.42468294   0.19345171   0.00000000   0.00000000   0.00413425  -0.00233359   0.16915104  23.27216405   0.16203429
 "PS48$END"              19.50955592  -0.00000000  -0.00000000   4.45380826   0.12224558   0.03465870  11.42468294   0.19345171   0.00000000   0.00000000   0.00413425  -0.00233359   0.16915104  23.27216405   0.16203429
 "PR.BHR000048$START"    19.50955592  -0.00000000  -0.00000000   4.45380826   0.12224558   0.03465870  11.42468294   0.19345171   0.00000000   0.00000000   0.00413425  -0.00233359   0.16915104  23.27216405   0.16203429
 "PR.BHR000048.C1"       19.80812858  -0.00000000  -0.00000000   4.49030745   0.12224558   0.00849331  11.41179893   0.19761389   0.00000000   0.00000000   0.00343751  -0.00233359   0.15595435  23.17509647   0.16408051
 "PR.BHR000048.CORR1"    19.80812858  -0.00000000  -0.00000000   4.49030745   0.12224558   0.00849331  11.41179893   0.19761389   0.00000000   0.00000000   0.00343751  -0.00233359   0.15595435  23.17509647   0.16408051
 "PR.BHR000048.MPDE1"    19.80812858  -0.00000000  -0.00000000   4.49030745   0.11122197   0.03650905  11.41179893   0.19761389   0.00000000   0.00000000   0.00343751  -0.00232515   0.09905996  23.17509647   0.16408051
 "PR.BHR000048.DEXDD1"   20.91052858  -0.00000000  -0.00000000   4.78452198   0.42570856  -0.83114988  12.26761867   0.21264126   0.00000000   0.00000000   0.00078271  -0.00246257   1.46936944  21.40371997   0.17186804
 "PR.BHR000048.CORR2"    20.91052858  -0.00000000  -0.00000000   4.78452198   0.42570856  -0.83114988  12.26761867   0.21264126   0.00000000   0.00000000   0.00078271  -0.00246257   1.46936944  21.40371997   0.17186804
