* NAME                             S            X           PX        DISP1        DISP2       ALFA11       BETA11          MU1            Y           PY        DISP3        DISP4       ALFA22       BETA22          MU2 
$ %s                             %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le          %le 
 "PS48$END"              19.50955592  -0.00000000  -0.00000000   4.52323794   0.12032485   0.10697604  11.78523288   0.18323345   0.00000000   0.00000000   0.00353346  -0.00230280   0.13174387  23.72897498   0.16391859
 "PR.BHR000048$START"    19.50955592  -0.00000000  -0.00000000   4.52323794   0.12032485   0.10697604  11.78523288   0.18323345   0.00000000   0.00000000   0.00353346  -0.00230280   0.13174387  23.72897498   0.16391859
 "PR.BHR000048.C1"       19.80812858  -0.00000000  -0.00000000   4.55916364   0.12032485   0.08135165  11.72900338   0.18727565   0.00000000   0.00000000   0.00284591  -0.00230280   0.11894286  23.65412678   0.16592439
 "PR.BHR000048.CORR1"    19.80812858  -0.00000000  -0.00000000   4.55916364   0.12032485   0.08135165  11.72900338   0.18727565   0.00000000   0.00000000   0.00284591  -0.00230280   0.11894286  23.65412678   0.16592439
 "PR.BHR000048.MPDE1"    19.80812858  -0.00000000  -0.00000000   4.55916364   0.10913219   0.11014611  11.72900338   0.18727565   0.00000000   0.00000000   0.00284591  -0.00229581   0.06087245  23.65412678   0.16592439
 "PR.BHR000048.DEXDD1"   20.91052858  -0.00000000  -0.00000000   4.85350997   0.42803887  -0.76655778  12.43595178   0.20199688   0.00000000   0.00000000   0.00024405  -0.00239643   1.46725849  21.92826316   0.17353977
 "PR.BHR000048.CORR2"    20.91052858  -0.00000000  -0.00000000   4.85350997   0.42803887  -0.76655778  12.43595178   0.20199688   0.00000000   0.00000000   0.00024405  -0.00239643   1.46725849  21.92826316   0.17353977
 "PR.BHR000048.MPDM"     20.91052858  -0.00000000  -0.00000000   4.85350997   0.42803887  -0.76655778  12.43595178   0.20199688   0.00000000   0.00000000   0.00024405  -0.00239643   1.46725849  21.92826316   0.17353977
 "PR.BHR000048.DEXDD2"   22.01292858  -0.00000000  -0.00000000   5.51412962   0.77756733  -1.86654220  15.27177252   0.21489380   0.00000000   0.00000000  -0.00237512  -0.00232704   2.46467042  17.48756189   0.18239784
 "PR.BHR000048.MPDE2"    22.01292858  -0.00000000  -0.00000000   5.51412962   0.76403025  -1.82905031  15.27177252   0.21489380   0.00000000   0.00000000  -0.00237512  -0.00233287   2.42173880  17.48756189   0.18239784
