 ; ;Ring 1 H; ; ; ; ; ; ;Ring 1 V; ; ; ; ; ; ;Ring 2 H; ; ; ; ; ; ;Ring 2 V; ; ; ; ; ; ;Ring 3 H; ; ; ; ; ; ;Ring 3 V; ; ; ; ; ; ;Ring 4 H; ; ; ; ; ; ;Ring 4 V; ; ; ; ; ; ;
Date;Pick-ups;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;
27_11_2014_064031;-->;-3.17;3.89;7.04;1.96;-4.40;5.25;6.01;2.54;-0.35;3.30;2.81;0.88;0.01;1.58;-2.98;3.03;6.68;3.29;-1.76;4.12;4.06;2.13;5.20;4.55;4.08;1.15;-0.62;1.18;3.91;1.63;2.80;4.47;3.43;-1.02;-0.45;0.51;-1.66;1.03;3.23;0.05;-0.92;3.78;-0.80;1.76;3.56;4.47;2.89;-1.11;0.48;2.82;4.51;-0.39;2.59;0.11;-0.35;3.23;
27_11_2014_064107;-->;-3.28;3.56;7.10;1.94;-4.37;5.38;5.90;2.38;-0.79;3.64;3.07;1.07;0.04;1.03;-3.26;2.82;6.64;3.26;-1.72;4.10;3.96;1.98;4.88;4.60;4.03;1.11;-0.61;1.06;3.62;1.38;2.91;4.30;3.31;-1.08;-0.63;0.47;-1.68;0.97;2.87;-0.05;-0.92;3.95;-0.83;1.70;3.83;4.49;2.77;-1.14;0.40;2.79;4.56;-0.31;2.65;0.01;-0.32;3.28;
27_11_2014_064143;-->;-3.37;3.81;7.08;1.89;-4.19;5.14;6.07;2.35;-0.71;3.55;3.05;1.14;0.13;1.12;-3.26;2.93;6.65;3.18;-1.56;3.83;3.80;2.12;4.86;4.58;4.06;1.21;-0.50;0.87;3.58;1.37;2.79;4.32;3.51;-1.19;-0.59;0.38;-1.54;0.96;3.18;0.07;-0.83;3.87;-0.92;1.74;3.67;4.51;3.15;-1.40;0.43;2.80;4.90;-0.16;2.96;0.13;-0.35;3.11;
27_11_2014_064219;-->;-3.27;3.90;6.94;1.84;-4.32;5.21;6.05;2.32;-0.37;3.45;2.77;0.97;-0.01;1.44;-3.16;3.09;6.57;3.16;-1.66;4.08;3.79;2.07;4.98;4.59;4.00;1.25;-0.59;1.13;3.79;1.43;2.84;4.29;3.43;-1.11;-0.46;0.46;-2.01;0.95;2.95;0.03;-0.92;3.98;-1.04;1.58;3.77;4.57;3.16;-1.52;0.50;2.73;5.54;-0.37;2.83;0.15;-0.38;3.29;
27_11_2014_064255;-->;-3.22;3.84;7.08;1.75;-4.39;5.47;5.86;2.35;-0.29;3.52;3.02;0.99;0.10;1.10;-3.19;3.11;6.66;3.18;-1.69;4.26;3.99;2.02;5.17;4.57;4.07;1.14;-0.49;1.22;3.46;1.44;2.80;4.30;3.40;-1.03;-0.56;0.40;-1.58;1.09;2.95;0.02;-0.80;3.82;-0.89;1.74;3.68;4.38;2.98;-1.23;0.28;2.82;5.40;0.15;2.71;0.15;-0.18;3.16;
 ; ;Ring 1 H; ; ; ; ; ; ;Ring 1 V; ; ; ; ; ; ;Ring 2 H; ; ; ; ; ; ;Ring 2 V; ; ; ; ; ; ;Ring 3 H; ; ; ; ; ; ;Ring 3 V; ; ; ; ; ; ;Ring 4 H; ; ; ; ; ; ;Ring 4 V; ; ; ; ; ; ;
Date;Pick-ups;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;BTx.BPM00;BTx.BPM10;BTx.BPM20;BT.BPM30;BT.BPM40;BTM.BPM00;BTM.BPM10;
27_11_2014_064255;AVERAGE;-3.26;3.80;7.05;1.88;-4.33;5.29;5.98;2.39;-0.51;3.49;2.95;1.01;0.05;1.26;-3.17;2.99;6.64;3.21;-1.68;4.08;3.92;2.06;5.02;4.58;4.05;1.17;-0.56;1.09;3.67;1.45;2.83;4.34;3.42;-1.09;-0.54;0.44;-1.69;1.00;3.04;0.02;-0.88;3.88;-0.90;1.71;3.70;4.48;2.99;-1.28;0.42;2.79;4.98;-0.21;2.75;0.11;-0.31;3.21;
