-0.537106	8.047346	16.062675	-3.342474	9.878971	11.770928	0.052755	3.447487	2.179411	2.477346	2.150212	2.528153	2.592193	6.740901	1.726367	7.650315	-7.345972	8.918838	14.721496	-8.508271	8.679245	9.746247	-0.119653	0.248663	-0.893522	0.029030	0.391920	1.282051	-0.115376	1.242971	-0.144070	-0.942673
-2.776307	4.890940	3.022427	3.209071	-3.524962	19.688728	-3.836009	2.318664	-0.676882	1.980415	-11.175046	8.136327	9.072674	9.341603	12.616929	-5.967094	-2.637212	-1.862508	6.138318	2.114087	-3.305660	4.808352	3.769070	6.246703	-1.370067	4.035126	7.808260	4.539970	-2.238289	6.214857	-11.396725	9.694973
-5.529919	-5.114271	-2.235259	-2.749574	-4.553707	-4.487761	-1.695682	-2.989856	-2.759595	-2.404268	-2.241066	-1.260347	-2.098442	-4.469023	-1.072325	-5.148230	-3.157010	-3.467596	-0.142056	-1.535494	-0.558491	-0.160024	0.089740	-0.354156	-1.548771	3.541621	0.180886	0.135747	0.746096	2.722699	0.978162	3.379828
-6.135108	-6.513809	-1.997624	-3.609279	-5.098336	-5.092173	-1.725827	-3.142400	-3.473669	-3.748904	-1.090248	-2.483407	-3.641413	-5.545176	-0.585596	-5.936765	-2.820670	-3.255603	0.814953	-1.594837	-0.558491	0.205746	0.658092	-0.414438	-1.935964	2.757820	0.391920	-0.165913	-0.023075	2.633915	1.584774	3.134580
-4.773432	-5.412045	-2.354077	-0.585489	-2.042360	-4.517982	0.052755	-3.416978	-2.997620	-2.082724	-2.998183	-1.409501	-2.129301	-3.691802	0.905012	-3.753128	-2.606635	-3.285887	-1.099065	0.244789	1.343396	-0.160024	0.508525	-1.529651	-2.650782	3.483562	-0.964727	-0.316742	-0.269210	2.337970	2.282378	3.870325
-2.503972	-2.404526	-0.512402	1.786111	-0.468986	-0.589302	1.680609	-0.152544	-0.052068	0.226542	-0.060569	2.050861	2.499614	0.642702	2.486881	-1.205550	-2.270295	-2.952756	-1.727103	0.660188	0.800000	1.424979	-0.179480	-0.263733	-1.876396	2.322375	-0.331625	1.282051	1.699869	3.788103	0.553533	4.268854
-0.688403	0.037222	1.745136	2.675461	1.618759	0.287096	4.122390	2.623751	2.625707	1.951184	1.514234	3.661720	4.011726	1.688962	3.429919	-0.204716	-2.759517	-2.377347	-1.278505	-0.645353	0.920755	-0.251467	0.897398	1.002185	-1.280715	2.554612	-0.150739	1.131222	1.484501	3.432968	0.553533	4.146229
-1.505409	-0.945433	1.537205	1.934336	0.438729	0.287096	3.519481	1.952559	1.673609	1.629640	0.635978	3.631889	3.332819	-0.044840	3.186554	0.947760	-3.493350	-3.376741	-0.949533	-0.675024	0.166038	0.053341	0.927311	0.761058	-1.459419	2.786849	-0.542659	1.282051	1.607569	2.071619	0.887170	5.525751
-0.960738	-0.558326	1.953067	2.141851	0.287443	-0.589302	2.132791	1.037297	0.037191	0.197311	1.120533	1.215601	-0.154297	2.256932	5.103050	0.341193	-2.300871	-2.801333	-0.201869	-0.081596	0.286792	-0.068582	-0.179480	0.339085	-2.650782	1.712751	0.813989	-0.678733	-0.884547	4.291211	3.374280	5.127223
-0.900219	-0.200998	-0.007426	2.082561	0.892587	-0.982170	1.620318	1.311875	-0.319845	0.431160	-0.393701	2.856291	2.777349	0.553023	3.642863	-0.598984	-1.995108	-2.377347	-1.996262	-0.081596	1.403774	-0.160024	-0.598265	0.429508	-3.306031	2.264315	0.482364	1.040724	1.392201	2.959455	1.554443	4.268854
-1.384371	-1.779200	0.438140	1.637886	0.257186	-0.256875	2.162936	1.220349	-0.022315	1.132710	0.181708	3.363413	3.058990	0.164412	2.243517	0.189552	-2.637212	-3.316172	-1.128972	-0.467324	0.528302	0.571516	-0.269219	0.610353	-2.561430	2.990057	-0.361773	1.704374	1.484501	2.841077	0.674856	5.127223
-1.868523	-1.213430	0.883707	0.244571	-0.741301	0.438199	1.198282	1.647472	-0.379351	0.285004	0.302847	2.140353	1.049221	-0.732382	3.521180	-1.690803	-3.126433	-2.559055	-0.740187	-1.802537	-0.558491	1.455460	-0.688005	0.881622	-2.889054	2.496553	-0.693398	0.739065	-0.146143	2.278781	2.312709	3.410484
-2.443453	-0.945433	0.230209	0.837471	1.316188	-0.347537	2.193082	1.464419	-0.200833	0.226542	-0.514840	2.200015	1.357815	-0.403557	2.943190	-1.053909	-3.615655	-2.468201	-1.338318	-1.120095	1.524528	0.449592	0.538439	0.972044	-2.948622	1.799840	-0.904432	0.618401	0.653796	2.397159	1.584774	4.023605
-3.078902	-0.528549	2.131294	1.163566	-0.287443	-1.767906	3.278318	1.403402	-0.081821	-0.299620	-0.545124	2.886121	1.820707	-0.104626	2.943190	-1.205550	-4.227182	-1.741369	0.755140	-0.615681	0.166038	-0.800122	0.837571	0.972044	-2.501861	1.886929	-0.271330	1.372549	0.746096	2.752294	1.736427	3.839669
-1.959301	-1.451649	0.883707	1.252501	-0.347958	-1.042611	2.313663	1.159332	0.037191	-0.153464	-0.969110	2.647475	2.561333	-0.672595	2.395619	-0.871939	-2.942975	-3.043610	-0.590654	-0.526667	0.105660	-0.190505	0.149566	0.399367	-2.293373	1.857900	-0.211034	1.342383	1.546035	2.308375	1.493782	4.207541
-1.414630	-2.523636	2.012476	0.481731	0.166415	-0.982170	1.349009	0.488140	1.197560	0.109617	0.302847	3.094936	3.147662	-0.553023	2.030573	-1.569490	-2.392601	-3.921866	0.426168	-1.298123	0.407547	0.083822	-0.448699	-0.113028	-1.727476	2.119167	-0.452216	1.674208	1.761403	2.337970	0.614195	3.563765
