11.929798	24.395145	7.388979	18.298378	6.671710	11.619825	2.072500	4.972923	3.280274	2.769658	1.786796	3.065105	3.703132	1.419924	1.787208	0.341193	11.091577	23.818899	3.147664	14.338699	8.498114	12.702888	4.875860	3.443599	0.625465	-0.638653	1.266204	0.346908	0.192293	-1.420539	1.281468	1.203250
-11.127922	2.478970	9.022724	0.096346	-14.931921	-5.726806	7.619263	-0.061017	8.397799	0.226542	17.625681	-3.676635	16.540657	7.278977	3.855807	2.919099	-14.500841	-9.978801	12.000000	4.606483	-2.852830	6.484798	8.734670	12.184463	-5.241995	9.202410	-6.180284	-3.273001	0.530728	-2.752294	16.295116	-0.237584
-5.318103	-2.940520	-1.670875	-0.081524	-3.524962	-0.226655	1.740900	-2.349172	-1.420708	-2.024262	-1.181102	0.111865	-1.110940	-3.273298	0.692068	-3.419516	-4.227182	-3.043610	0.246729	1.758030	-0.618868	0.388631	0.478612	-0.896692	-1.876396	2.525582	1.236057	-0.497738	-3.438197	-0.059189	3.677586	4.943286
-4.924729	-2.880965	-0.066835	0.333506	-1.588502	-1.042611	1.258573	-0.061017	-1.777745	-0.884244	-1.423380	0.708479	-0.277735	-1.150886	1.574264	-1.266207	-4.594099	-3.346457	0.127103	1.194273	-0.256604	-1.196373	0.897398	1.002185	-3.961281	3.193265	1.718420	-0.467572	0.038459	1.124593	2.737337	6.598712
-3.623572	-1.838755	0.349027	1.993626	-3.161876	-1.254155	0.926973	0.976279	-1.242190	-1.498100	0.999394	0.440003	0.586329	-1.569389	1.543844	-1.144893	-3.860266	-3.831012	0.456075	2.114087	-2.490566	-1.805990	1.465749	1.574862	-3.842144	1.828870	2.170636	-1.040724	1.053765	0.532702	2.464362	6.292152
-6.104849	1.168764	-0.393584	-0.229749	-3.615734	2.493200	0.776245	-1.403402	-2.224041	-2.228880	0.908540	-0.723395	1.049221	-2.167252	0.327021	-2.358026	-6.550986	-0.469412	-0.291589	-0.318967	-2.852830	2.369885	0.777745	-0.806269	-4.467610	0.957980	3.376545	-2.609351	1.330667	0.000000	1.645435	5.157879
-3.320977	-0.290330	1.566909	2.379011	-0.468986	1.193714	2.162936	0.061017	0.096697	0.723473	-1.574803	2.259676	0.339454	-1.539496	3.247395	0.280537	-4.074301	-2.407632	1.622430	2.232772	-0.467925	0.845843	1.465749	-0.052747	-2.948622	4.035126	0.090443	0.075415	-0.115376	0.503107	4.617835	7.119865
-3.986686	-2.255639	0.646072	1.637886	-1.285930	1.375038	4.514281	0.640683	-0.022315	0.665010	-2.513628	1.812216	1.635550	-2.077573	0.996273	0.674805	-5.450237	-3.709873	0.456075	1.223945	-1.132076	1.424979	3.709243	0.580212	-3.335815	4.760868	-0.723545	-0.437406	1.238366	0.355135	2.191386	7.150521
-2.988123	-2.196084	1.032229	0.778181	-1.104387	0.256875	3.127591	-0.244070	0.394228	-0.007308	-0.302847	2.408830	0.154297	-1.300351	2.973610	-1.326863	-4.288335	-3.770442	1.233645	0.422817	-1.343396	-0.190505	1.944361	-0.866551	-2.769918	3.773859	1.477238	-0.075415	-0.330744	0.799053	3.829239	5.280503
-2.746047	-1.243207	0.824298	2.023271	-1.043873	1.103052	2.223227	-0.152544	0.364475	0.051155	-1.090248	1.424416	-0.061719	-1.898214	1.695946	-2.479339	-4.074301	-3.467596	1.143925	1.580001	-1.101887	0.784882	1.645229	-0.776128	-2.501861	3.657740	0.723545	-1.131222	-0.392278	0.236756	2.252047	4.330165
-3.532794	-2.404526	2.220407	2.675461	-2.556732	0.075552	1.469591	0.854245	0.394228	1.278866	-0.847971	0.708479	0.740626	-1.210672	1.604685	-1.508833	-4.899862	-4.497274	2.190654	2.351458	-2.611321	-0.220986	1.555489	0.761058	-2.740134	4.847957	0.964727	-1.885370	-0.484578	1.006215	2.464362	5.127223
-3.411756	-2.047197	1.507500	1.667531	-1.437216	-0.377758	2.042354	0.579666	1.019042	0.489623	-0.908540	1.782385	-0.277735	-0.881847	2.638984	-0.417014	-4.685828	-3.740158	1.472897	1.075588	-1.856604	-0.708679	1.316183	-0.143169	-2.084885	4.064156	0.633102	-0.829563	-0.915314	1.213377	3.374280	6.292152
-4.198502	-0.856101	1.923362	1.371081	-1.860817	0.740405	2.012209	-0.305087	1.346326	0.986554	-0.787402	2.468491	-0.370313	-1.330244	2.699825	-0.720297	-5.511390	-2.892187	2.130841	0.897560	-2.128302	0.510554	1.136704	-0.595283	-1.459419	4.093185	0.934579	-0.286576	-1.069149	0.858242	3.616925	5.924280
-3.926167	-1.570759	-0.482697	2.349366	0.438729	1.556361	2.404100	-0.366105	1.167807	-1.118094	-1.938219	1.663062	1.296096	-2.316718	1.574264	-0.417014	-5.113897	-3.346457	-0.291589	2.054744	0.045283	0.998247	2.034101	-0.776128	-2.204021	2.264315	-0.180886	-0.920060	1.084532	-0.059189	2.282378	6.322808
